ID,sentence
1294,致使该项目施工安全存在隐患,
1295,朝阳区建设工程安全生产监督站对吉林省兴辰物流有限公司轿车零部件焊装项目联合厂房工程建设的监督管理不到位,
1296,将建设工程安全生产监督管理事权下放开发区后,
1297,跟踪指导工作不够,
1298,对朝阳开发区管委会安全生产隐患排查治理缺乏指导监督,
1299,朝阳区住建局对 管行业必须管安全的要求落实不到位,
1300,对朝阳开发区管委会履行工程建设项目安全生产监管职责情况跟踪监督指导不够,
1301,对下属单位安监站工作要求不严,
1302,督促指导不够,
1303,朝阳开发区安监局履行综合监管职责不力,
1304,对辖区内生产经营单位安全生产工作指导、监督、管理不到位,
1305,对生产经营单位实施安全生产检查,
1306,督促整改不力,
1307,督促生产经营单位建立完善安全责任、管理体系和基本制度不到位,
1308,落实网格化管理制度不到位,
1309,朝阳开发区管委会贯彻落实安全生产法律法规和省、市安全生产工作部署不认真、不到位,
1310,工业园区内工程建设项目安全生产监管工作职责分工不明确,
1311,对吉林省兴辰物流有限公司项目建设的安全隐患排查存在盲区死角,
1312,朝阳区政府贯彻执行安全生产法律法规和政策规定不深入,
1313,监督检查、督促落实、跟踪指导不到位,
1314,经调查组认定,
1315,本次事故性质为生产安全责任事故,
1316,事故类别为触电,
1317,事故等级为较大事故,
1318,吉林森工集团建筑工程有限责任公司是总承包单位,
1319,项目实际负责人无项目经理资格证书,
1320,对劳务分包单位资质审核把关不严,
1321,有偿借用劳务资质到建设主管部门备案,
1322,项目实际负责人未经公司同意,
1323,将劳务作业违规发包给未备案的其他劳务公司,
1324,对劳务作业单位安全生产监督管理职责落实不到位,
1325,对劳务分包单位安排无资质人员担任起重信号司索工上岗作业的行为没有及时发现并制止,
1326,项目管理人员对工地吊装作业超高装载、物料不牢固的问题未及时发现并整改,
1327,对新上岗人员未按规定组织安全教育、岗位培训及安全技术交底,
1328,致使工人安全意识淡薄,
1329,吉林龙翔建筑劳务有限责任公司是劳务分包单位,
1330,安排无资质人员担任起重信号司索工上岗作业,
1331,对新招收的劳务作业人员未告知工程总承包单位并在总承包单位登记备案,
1332,也没有进行必要的安全技术交底和安全教育培训,
1333,吉林建院工程建设监理咨询有限公司是监理单位,
1334,未严格履行建设工程安全生产管理的监理职责,
1335,对总监理工程师张殿福经常不在岗且总监代表因伤多次去外地治疗期间的监理工作未做出合理安排,
1336,同时未督促项目监理人员有效履行监理职责,
1337,从而导致对该项目工地疏于监理,
1338,未及时发现和消除施工现场的安全生产隐患,
1339,吉林省川渝泓龙劳务集团有限责任公司,
1340,有偿出借劳务资质,
1341,致使其他劳务公司违规从事劳务施工活动,
1342,经调查组认定,
1343,此事故性质为生产安全责任事故,
1344,事故类别为物体打击,
1345,事故等级为一般事故,
1346,吉林省国土资源开发集团电梯工程有限公司是施工单位,
1347,管理人员和从业人员安全意识淡薄,
1348,对新上岗人员未按规定进行安全技术交底和安全教育培训,
1349,未有效开展隐患排查治理工作,
1350,对公司安全管理存在的漏洞没有及时发现并整改,
1351,安全生产规章制度不健全,
1352,主要负责人及安全管理人员岗位职责不明确,
1353,未按安全生产法等法律法规确定相关人员安全管理职责,
1354,意国小镇,
1355,活力城五楼装修商铺,
1356,对雇佣的装修施工队的作业活动安全监管不到位,
1357,未安排人员对作业现场实施统一协调和管理,
1358,对装修施工队临时雇佣人员未经安全教育培训、安全技术交底及未办理施工人员出入证等情况未及时发现并督促整改,
1359,长春活力城开发建设有限公司是建设单位,
1360,没有与承包单位签订专门的安全生产管理协议或在承包合同中约定各自的安全生产管理职责,
1361,公司内部之间对施工现场安全管理工作分工不明确,
1362,致使商铺装修作业人员安全管理出现漏洞,
1363,对活力城village项目工地主体装修、电梯安装、商铺装修等多家施工单位交叉作业行为的统一协调、管理不到位,
1364,对项目工地存在的安全问题没有及时发现并督促整改,
1365,经调查组认定,
1366,此事故性质为生产安全责任事故,
1367,事故类别为高处坠落,
1368,事故等级为一般事故,
1369,固安众合建筑材料设备租赁有限公司指派无维修资格员工从事塔机维修工作,
1370,维修人员缺乏必要的安全维修作业技能,
1371,鹏达建设集团有限公司与众合建筑材料设备租赁有限公司签订的安全管理协议内容不完善,
1372,未规定塔机重点部位维修程序,
1373,现场监督人员疏于现场监督管理,
1374,没能及时发现和排除维修现场安全隐患,
1375,宽城区新山峰脚手架吊篮租赁站,
1376,无脚手架安装劳务资质且组织工人从事脚手架安装搭设活动,
1377,管理人员和从业人员安全意识淡薄,
1378,未按规定对工人进行安全教育培训和安全技术交底,
1379,没有安全教育培训计划和安全技术交底资料,
1380,未有效开展隐患排查治理工作,
1381,对公司安全管理存在的漏洞没有及时发现并整改,
1382,安全生产规章制度不健全,
1383,企业管理人员岗位职责不清,
1384,未按安全生产法等法律法规要求建立安全生产岗位责任制,
1385,吉林省正业通建筑装饰有限责任公司,
1386,在长春市规划展览馆及博物馆项目美术馆装修布展工程中标后,
1387,在未与建设单位长春润德投资集团有限公司订立正式合同且未经其允许的情况下,
1388,要求本公司项目分包单位宽城区新山峰脚手架吊篮租赁站工人进场进行装修作业准备活动,
1389,将脚手架安装项目发包给不具备资质的单位从事安装作业活动,
1390,且未尽到统一协调管理工作职责,
1391,在作业准备活动期间,
1392,未严格执行主体工程项目监理单位下达的停工指令,
1393,对分包单位宽城区新山峰脚手架吊篮租赁站停工后又私自复工的行为没有及时发现并制止,
1394,经调查组认定,
1395,此事故性质为生产安全责任事故,
1396,事故类别为高处坠落,
1397,事故等级为一般事故,
1398,吉林省五一装饰工程有限公司是项目施工单位,
1399,作为施工升降机使用单位,
1400,在租用施工升降机前,
1401,未按建筑起重机械安全监督管理规定对操作人员资质进行审验把关,
1402,致使升降机驾驶员骆金艳无起重机械设备操作资格证上岗作业,
1403,未设置相应的设备管理机构或者配备专职的设备管理人员,
1404,也未指定专职设备管理人员、专职安全生产管理人员对施工机械进行现场监督检查,
1405,没有对升降机驾驶员进行安全教育培训和安全技术交底,
1406,对施工升降机运料作业安全监管不到位,
1407,夜间作业现场未安排安全管理人员,
1408,吉林银行股份有限公司长春分行,
1409,作为项目建设单位,
1410,对该装修项目协调管理不到位,
1411,在未取得施工许可证的情况下允许施工单位进场作业,
1412,吉林省利达工程项目管理有限责任公司是监理单位,
1413,在施工现场原有施工起重机械的使用单位发生变更后,
1414,没有按规定对施工升降机相关手续进行审核验收,
1415,没有查验起重机械设备操作人员的资格证,
1416,致使不具备资格人员上岗作业,
1417,经调查组认定,
1418,此事故性质为生产安全责任事故,
1419,事故类别为起重伤害,
1420,事故等级为一般事故,
1421,吉林省铭万机械设备安装有限公司,
1422,违反建筑起重机械安全监督管理规定,
1423,安排建筑施工特种作业操作资格证过期人员组织拆卸塔吊,
1424,在施工过程中未按照建筑施工塔式起重机安装、使用、拆卸安全技术规程JGJ196-2010操作,
1425,违反中华人民共和国安全生产法,
1426,主要负责人未认真督促、检查本单位的安全生产工作,
1427,公司未对相关作业人员进行安全教育和培训,
1428,该公司还存在未与吉林新龙建筑工程有限公司签订塔吊拆卸合同等管理混乱问题,
1429,吉林新龙建筑工程有限公司,
1430,项目经理及安全管理人员未严格按照建筑施工企业主要负责人、项目负责人和专职安全生产管理人员安全生产管理规定履行相关职责,
1431,管理秩序混乱,
1432,在施工过程中存在将起重设备安拆交给无资格人员全权办理,
1433,未安排专职安全管理人员进行现场监督检查等问题,
1434,农安县建设监理有限公司,
1435,在实施项目监理过程中存在失职行为,
1436,对起重设备安装工人与安装告知中上报的人员不符问题未认真履行核查义务,
1437,未对起重设备安装方案进行审核,
1438,且监理工作时间与施工活动时间不同步,
1439,特别是9月11日、9月13日安拆工人两次拆除起重设备标准节,
1440,该监理公司均未发现,
1441,农安县建筑工程安全生产监督管理站,
1442,日常监管抽查工作有漏洞,
1443,未发现事故塔吊与登记塔吊信息不一致问题,
1444,对抽查中发现未办理安全监督登记手续,
1445,升降机未检测问题既未严格依法行政,
1446,也未移交有关部门处理,
1447,农安县住房和城乡建设局,
1448,对下属的安监站工作指导、监督、督促、检查不力,
1449,未发现所属工作人员未严格依法行政等问题,
1450,献县城东冀中建筑器材厂安全管理混乱,
1451,一是未按规定对从业人员进行安全教育培训,
1452,员工入厂未经三级安全教育,
1453,主要负责人未取得安全资格证书,
1454,二是未建立健全安全管理制度、安全操作规程,
1455,未对危险作业实行作业票制度,
1456,从业人员不清楚岗位的危险因素,
1457,三是安全投入不足,
1458,未配置一氧化碳检测设备和防护设备,
1459,致使事故发生后,
1460,工人不能正确施救从而因盲目施救造成事故扩大,
1461,四是未建立隐患排查制度,
1462,未定期开展隐患排查工作,
1463,冲天炉直梯无护笼,
1464,除尘用水无过滤环节,
1465,导致水管喷头易堵塞等隐患不能被及时整改,
1466,五是生产管理混乱,
1467,企业内部将各工序简单的承包给个人,
1468,未签订安全承包协议,
1469,致使承包人员各自为政、各行其是,
1470,献县河城街镇政府安监站安全检查流于形式,
1471,检查停留在口头告知和简单复查,
1472,致使事故隐患长期存在,
1473,长春建工集团有限公司项目施工单位,
1474,未按监理要求对进场的汽车吊落实报验和安全检验制度,
1475,临时雇用的汽车吊进场前未通知监理人员到场,
1476,无验收人员签字手续,
1477,管理人员和从业人员安全意识淡薄,
1478,对临时雇用人员未按规定进行安全技术交底和安全教育培训,
1479,包括汽车吊司机,
1480,未有效开展隐患排查治理工作,
1481,对公司安全管理存在的漏洞没有及时发现并整改,
1482,安全生产规章制度不健全,
1483,主要负责人及安全管理人员岗位职责不明确,
1484,项目经理王在栋因身体原因离职且本人已向公司申请更换项目经理,
1485,但因无合适人选一直搁置,
1486,致使项目工地疏于管理,
1487,长春市城达市政工程监理有限公司是项目监理单位,
1488,在实施项目监理过程中,
1489,履职尽责不到位,
1490,对施工组织设计不完善施工单位管理制度不健全,
1491,现场安全管理不到位等问题未及时发现并提出整改措施,
1492,发现施工单位存在组织汽车吊进场且未履行施工机械设备进场报验和安全检验手续的行为,
1493,未采取有效措施制止并督促整改,
1494,长春润德春城建设项目管理有限公司是项目代建单位,
1495,对该工程项目未尽到监督、协调和管理职责,
1496,对施工单位存在的各类管理问题未及时发现并要求监理单位督促整改,
1497,经调查组认定,
1498,此事故性质为生产安全责任事故,
1499,事故类别为起重伤害,
1500,事故等级为一般事故,
1501,献县旭鑫建筑器材租赁站维修工张卫东,
1502,没有明确告知施工人员吊篮没有维修完毕,
1503,进行吊篮维修没有将主电源切断,
1504,并将电气柜中各开关置于断开位置并加锁,
1505,吊篮检查维修、保养记录不真实,
1506,没有反应出吊篮处于维修状态,
1507,深圳博大建设集团有限公司,
1508,在吊篮维修后无验收检查环节和制度,
1509,现场施工人员、维修人员无章可循,
1510,对维修中的吊篮,
1511,没有设置安全警示标志,
1512,未对姚洪财进行高处作业吊篮安全技术交底,
1513,无吊篮交接班记录,
1514,项目执行经理、施工员无证上岗,
1515,献县旭鑫建筑器材租赁站,
1516,无吊篮维修工的操作规程,
1517,无维修管理制度,
1518,对吊篮操作人员培训落实不到位,
1519,山东德广建筑安装有限公司,
1520,对工人安全教育不到位,
1521,对施工人员安全防护措施监督检查不到位,
1522,吉林省建业建设监理有限公司,
1523,在长春益田核心A写字楼外幕墙施工项目过程中,
1524,不能及时发现施工现场存在的安全隐患,
1525,未发现施工吊篮维修后未验收即使用,
1526,长春建设集团股份有限公司是项目施工单位,
1527,施工组织设计方案不完善,
1528,高处作业安全技术措施不具体,
1529,致使预留口安全防护措施不得当,
1530,预留口附近没有加设明显的警示标志,
1531,管理人员和从业人员安全意识淡薄,
1532,对新上岗人员未按规定进行安全技术交底和安全教育培训,
1533,未有效开展隐患排查治理工作,
1534,对公司安全管理存在的漏洞没有及时发现并整改,
1535,对监理单位提出的隐患问题未按规定彻底整改,
1536,致使部分隐患问题重复出现,
1537,安全生产规章制度不健全,
1538,主要负责人及安全管理人员岗位职责不明确,
1539,未按安全生产法等法律法规确定相关人员安全管理职责,
1540,项目施工过程中,
1541,未严格执行建设行政主管部门和监理单位下达的停工整改指令,
1542,对责令全部停工只做部分停工处理,
1543,同时在没有接到恢复施工通知书的情况下擅自全面开工,
1544,长春市唯实建设工程项目管理有限公司是项目监理单位,
1545,在实施项目监理过程中,
1546,履职尽责不到位,
1547,对施工组织设计中存在的问题未及时发现并提出整改措施,
1548,针对部分洞口没有防护,
1549,密目网不合格等问题,
1550,虽对施工单位下发了整改通知,
1551,但并未采取有效措施进行强制整改,
1552,也未及时向当地建设行政管理部门报告,
1553,对该项目建设施工工地安全员数量配备不足的问题,
1554,只是向代建单位反映过,
1555,但并未坚持要求施工方按有关规定立即整改,
1556,长春中豪城开建设项目管理有限公司是项目代建单位,
1557,对高处作业安全技术措施审查、审核不严,
1558,致使预留口安全防护措施不得当,
1559,安全管理不到位,
1560,未认真督促长春市唯实建设工程项目管理有限公司履行安全监管职责,
1561,发现洞口堵洞有缺陷、密目网有漏洞等问题,
1562,只是要求监理下整改,
1563,但并未采取有效措施制止项目施工单位的违规违章作业行为,
1564,南关区住建局是建设项目行政监管部门,
1565,在该项目施工监管过程中,
1566,安监站虽多次进行现场检查,
1567,从今年4月份至事故发生前对项目施工单位的违规违章行为也先后3次下达停工整改通知书,
1568,但长春建设集团股份有限公司第一分公司仍然没有全面停工整改,
1569,对该公司在没有下达恢复施工通知书的情况下仍然继续施工,
1570,区住建局未采取有效措施制止其违法施工行为,
1571,南关区幸福乡政府对本行政区域内企业安全监管不到位,
1572,监督落实411安全管理社会公示制度有死角,
1573,网格长职责不清,
1574,日常安全生产检查走过场,
1575,安全生产隐患排查治理不彻底,
1576,对企业存在的安全隐患问题没有及时发现并指导监督企业予以改正,
1577,经调查组认定,
1578,此事故性质为生产安全责任事故,
1579,事故类别为高处坠落,
1580,事故等级为一般事故,
1581,死者管伟先,
1582,安全意识淡薄,
1583,在悬挂标牌的高处作业中,
1584,未按操作规程佩戴安全帽、安全绳等防护工具,
1585,防护措施不到位,
1586,在未确认脚手架是否稳固达到安全条件的情况下,
1587,从事高处作业,
1588,导致坠落死亡,
1589,长春市国繁装饰有限公司对作业中使用的移动门式脚手架日常检查维修不到位,
1590,致使设备存在缺陷,
1591,安装脚手架工人无特种作业架子工资格证,
1592,使用前没有严格按照门式钢管脚手架安全技术规范的检验标准及组装要求进行检查,
1593,脚手架稳固程度不够,
1594,长春国繁装饰有限公司安全生产主体责任落实不到位,
1595,规章制度不健全,
1596,未对工人进行规范有效的安全生产教育和培训,
1597,致使工人对有关的安全生产规章制度和安全操作规程不熟悉,
1598,安全意识淡薄,
1599,未有效开展隐患排查治理工作,
1600,对本公司安全管理存在的漏洞没有及时发现并整改,
1601,法雷奥汽车空调湖北有限公司长春分公司与长春国繁装饰有限公司在项目招标合同中未约定各自安全生产管理职责,
1602,也未签订专门的安全生产管理协议,
1603,对承包单位安全生产工作统一协调、管理不到位,
1604,现场没有监管人员,
1605,对施工单位特种作业人员不具备资格问题没有及时发现并督促整改,
1606,架子工,
1607,经调查组认定,
1608,此事故性质为生产安全责任事故,
1609,事故类别为高处坠落,
1610,事故等级为一般事故,
1611,龙鼎公司工程部部长现场负责人刘超,
1612,理应担负起现场安全管理职责,
1613,检查本单位的安全生产状况,
1614,及时排查生产安全事故隐患,
1615,没能及时发现王某冒险行为,
1616,对这起事故的发生负有直接领导责任,
1617,龙鼎公司法定代表人刘俊全,
1618,作为本单位主要负责人,
1619,未能督促、检查本单位的安全生产工作,
1620,及时消除生产安全事故隐患,
1621,对这起事故的发生负有领导责任,
1622,蛟河市市政维修管理处,
1623,未严格落实安全生产规章制度和操作规程,
1624,现场管理存在漏洞,
1625,是导致该起事故发生的间接原因,
1626,蛟河市市政维修管理处主任于立新,
1627,在编人员,
1628,作为本单位安全生产第一责任人,
1629,未认真履行安全生产管理责任,
1630,且教育管理不到位,
1631,也是导致事故发生的间接原因,
1632,蛟河市市政维修管理处清掏队队长季同涛,
1633,在编人员,
1634,对作业人员安全监督管理不严,
1635,未落实安全生产管理规定,
1636,也是导致事故发生的间接原因,
1637,吉林铁信集团有限责任公司在吉林华联商厦船营店室内装饰装修工程中,
1638,施工现场安全生产管理不到位,
1639,未对从业人员进行有效的安全生产教育和培训,
1640,工人安全意识淡薄,
1641,现场主要负责人未履行安全生产工作职责,
1642,督促、检查本单位的安全生产工作,
1643,及时消除生产安全事故隐患,
1644,吴某、李家忠自我安全意识不强,
1645,对作业现场的危险因素辨识未辨识出来,
1646,项目部安全员徐开红未认真履行安全管理职责,
1647,施工前没有履行技术交底程序,
1648,没有做到跟班作业,
1649,对事故现场的安全隐患缺乏检查,
1650,项目部带班矿长王华未认真履行领导在井下带班职责,
1651,没有全面掌握井下的安全生产状况,
1652,没有及时制止吴某、李家忠的违规行为,
1653,项目部负责人巩厚涛未认真履行安全管理职责,
1654,缺乏监督、检查本单位安全生产工作,
1655,未及时消除生产事故隐患,
1656,事故发生后未及时上报安全生产事故,
1657,项目部落实巷道维修安全技术措施不到位,
1658,对作业人员执行规章制度、操作规程监督检查不到位,
1659,隐患排查治理不到位,
1660,安全管理人员和带班矿长对现场隐患监督检查不到位,
1661,中辰矿业技术负责人刘善在未认真履行技术管理职责,
1662,对一中段巷道维修安全技术措施落实不到位的隐患未发现并消除,
1663,中辰矿业生产副矿长孙义宗未认真履行矿长带班管理职责,
1664,对58线生产探矿未全面落实隐患排查治理责任,
1665,消除本单位安全生产事故隐患,
1666,事故发生后未按时限上报生产安全事故,
1667,中辰矿业吴振彪矿长未认真履行矿长安全管理职责,
1668,对项目部的施工安全缺乏安全检查,
1669,对项目部未落实巷道维修技术措施的隐患未消除,
1670,事故发生后未按时限报告生产安全事故,
1671,遵化龙建项目部施工现场管理不到位,
1672,没有及时清理吊车转杆下作业人员,
1673,是造成这起事故发生的间接原因,
1674,遵化龙建教育培训不到位,
1675,是造成这起事故发生的间接原因,
1676,吊装作业人员未按照吊装作业安全操作规程进行吊装作业,
1677,未检查吊挂位置,
1678,并在起吊物周围进行人为辅助,
1679,起重作业人员未按照起重作业安全操作规程进行起吊作业,
1680,未进行试吊,
1681,有人在起吊物周围就进行起吊作业,
1682,吊装作业现场未安排专门人员进行现场安全管理,
1683,现场作业人员,
1684,未佩戴劳动防护用品,
1685,吊装作业和起重作业时未在空旷平整的场地上进行,
1686,北泰公司现场管理不到位,
1687,现场隐患排查不到位,
1688,致使塔基坑防护板没有及时更新,
1689,塔基坑防护板存在事故隐患,
1690,是造成这起事故的间接原因,
1691,间接原因,
1692,项目负责人和安全员及现场作业人员安全培训不到位,
1693,主要原因,
1694,该公司负责人安全意识缺失,
1695,管理混乱,
1696,且未设立专兼职安全员现场指挥作业,
1697,次要原因,
1698,施工现场均未设置安全警示标志,
1699,未悬挂岗位操作规程,
1700,未按照操作规程施工,
1701,隧道处于Q2eol硬塑黄土夹古土壤层和N2粘土岩地层,
1702,隧道开挖的变形量较小,
1703,施工以来,
1704,监控量测数据显示拱顶累计最大沉降量32mm,
1705,日沉降量最大为3mm,
1706,水平收敛累计最大值为27mm,
1707,日收敛量最大为2.9mm,
1708,初期支护未出现裂纹、剥落掉块,
1709,表明隧道拱顶坍塌的发生具有突发性和不可预见性,
1710,墩梁隧道属大断面,
1711,开挖跨度较大,
1712,粘土岩自身强度较低,
1713,被水平状钙质结核层切割的粘土岩易发生坍塌,
1714,拱顶上部的水平状钙质结核层位于隧道顶部以上2m,
1715,受目前地质预报手段的限制,
1716,TSB地质雷达超前预报、超前探孔等,
1717,对该水平状钙质结核层的存在,
1718,难以发现,
1719,陕西省交通规划设计研究院对Q2eol硬塑黄土夹古土壤层和N2粘土岩层的界面与隧道走向形成约100相交处一定范围的特殊地段,
1720,未细化设计,
1721,全隧单层超前小导管均采用外插角70设计,
1722,对此可能造成降低层间结合力的后果认知不足,
1723,中铁四局集团第五工程有限公司项目部对Q2eol硬塑黄土夹古土壤层和N2粘土岩层的界面与隧道走向形成约100相交状况的地质风险认知不足,
1724,依然按外插角70设计要求施工超前小导管,
1725,致使Q2eol硬塑黄土夹古土壤层和N2粘土岩层的界面受到扰动而脱层坍塌,
1726,中铁四局集团第五工程有限公司黄延高速公路扩能工程LJ-13合同项目经理部在开挖墩梁隧道左线出口先行左导坑上台阶时,
1727,对裸露围岩没有及时做到快速喷射砼封闭施工,
1728,导致外露黄土失水过多,
1729,黄土粘性减弱,
1730,自稳性削弱,
1731,事故间接原因:汉韵公司对劳工管理存在漏洞,
1732,在项目未正式开工的情况下,
1733,工头齐文鑫未向公司报告,
1734,擅自安排民工进入工地施工,
1735,以及停工期间华山公司对施工工地安全管理不到位,
1736,是导致事故发生和扩大的间接原因,
1737,延安鑫祺工程监理有限责任公司,
1738,未对施工组织设计中的安全技术措施、专项施工方案进行审查,
1739,对发现的安全事故隐患未及时要求施工单位整改或暂时停止施工,
1740,未及时向有关主管部门报告,
1741,陕西宇泰建筑设计有限公司,
1742,未严格执行基本建设程序,
1743,未坚持先勘测、后设计、再施工的原则,
1744,未在设计中提出保障施工作业人员安全和预防生产安全事故的措施建议,
1745,延安钰海工程技术咨询有限公司,
1746,未严格执行基本建设程序,
1747,未坚持先勘察、后设计的原则,
1748,未按规定的内容进行审查,
1749,未按规定上报审查过程中发现的违法违规行为,
1750,已审查的施工图和出具的审查合格书,
1751,存在违反法律法规和工程建设强制性标准的问题,
1752,双河镇政府在项目建设前未做地质勘测,
1753,直接委托建筑设计,
1754,在施工过程中履行安全管理责任不到位,
1755,吉林新洋丰肥业有限公司在此事故中间接原因,
1756,吉林新洋丰肥业有限公司厂区围墙工程施工前,
1757,没有按照建设工程质量管理条例第十三条[建设单位在领取施工许可证或者开工报告前,
1758,应当按照国家有关规定办理工程质量监督手续,
1759,]和建筑法第七条第一款[建筑工程开工前,
1760,建设单位应当按照国家有关规定向工程所在地县级以上人民政府建设行政主管部门申请领取施工许可证,
1761,国务院建设行政主管部门确定的限额以下的小型工程除外,
1762,]的规定到扶余市住建局办理工程质量监管手续和申请建筑工程施工许可证,
1763,属违法开工建设,
1764,吉林新洋丰肥业有限公司在厂区围墙和挡土墙施工前没有按照建设工程质量管理条例第五条[从事建设工程活动,
1765,必须严格执行基本建设程序,
1766,坚持先勘察、后设计、再施工的原则,
1767,县级以上人民政府及其有关部门不得超越权限审批建设项目或者擅自简化基本建设程序,
1768,第十一条[建设单位应当将施工图设计文件报县级以上人民政府建设行政主管部门或者其他有关部门审查,
1769,施工图设计文件审查的具体办法,
1770,由国务院建设行政主管部门会同国务院其他有关部门制定,
1771,施工图设计文件未经审查批准的,
1772,不得使用,
1773,]规定,
1774,经有资质的单位进行勘查设计,
1775,没有出具正规施工设计图纸并经过住建部门审查,
1776,仅由该公司工程部和技术部自己出具了一张简易施工图纸,
1777,其内容要求按照挡土墙图集04J008进行施工,
1778,2017年5月4日至5月7日,
1779,扶余地区均有不同程度少量降雨,
1780,吉林新洋丰肥业有限公司在挡土墙施工中没有按照建设地基基础设计规范GB50007-2011的规定进行施工,
1781,如挡土墙墙后面的填土应选用透水性强的填料,
1782,但施工时施工方直接用粉质粘土而未加块石充填,
1783,施工时使用的挡土墙简易图纸与实际施工完全不符,
1784,且图中注明有关事项参见挡土墙图集04J008,
1785,经实地勘验挡土墙的构造要求及材料要求均不符合图集规定,
1786,在挡土墙地基加固时,
1787,没有提供挡土墙地基加固正规图纸,
1788,没有组织专家进行论证,
1789,没有施工专项方案的情况下允许施工,
1790,对施工现场没有采取任何安全防护措施和不具备施工条件的情况,
1791,未进行制止,
1792,吉林新洋丰肥业有限公司在挡土墙施工时没有按照吉林新洋丰复合肥项目总平面设置图所标注标高要求进行施工,
1793,在阶段性完工验收时,
1794,没有发现东侧北部的挡土墙标高错误的安全隐患,
1795,致使挡土墙标高出现2.27米误差,
1796,并且施工安全和质量未达到标准的情况下,
1797,通过公司阶段性验收,
1798,吉林新洋丰肥业有限公司没有按照建设工程安全生产管理条例第四条[建设单位、勘察单位、设计单位、施工单位、工程监理单位及其他与建设工程安全生产有关的单位,
1799,必须遵守安全生产法律、法规的规定,
1800,保证建设工程安全生产,
1801,依法承担建设工程安全生产责任,
1802,]规定,
1803,建设单位应承担安全管理职责,
1804,严格对扶余市建筑工程有限责任公司相关证书和人员审核把关,
1805,在明知厂区围墙工程及挡土墙地基加固施工队伍不是扶余市建筑工程有限责任公司的人员进行施工情况下,
1806,没有安排项目管理人员在现场进行跟踪管理,
1807,未指派专职安全员对施工现场安全隐患进行检查,
1808,未督促检查施工人员的安全培训教育及技术交底,
1809,扶余市建筑工程有限责任公司在此事故中间接原因,
1810,扶余市建筑工程有限责任公司没有按照建设工程质量管理条例第二十五条第二款[禁止施工单位超越本单位资质等级许可的业务范围或者以其他施工单位的名义承揽工程,
1811,禁止施工单位允许其他单位或者个人以本单位的名义承揽工程,
1812,]规定,
1813,禁止施工单位允许其他单位或者个人以本单位名义承揽工程,
1814,该单位出借资质和相关手续给张志成个人使用,
1815,并帮助办理了投标邀请函、投标承诺书、投标竞价表、法代表证明书、法人代表授权委托书后,
1816,与吉林新洋丰肥业有限公司签订工程施工合同、安全协议,
1817,致使该厂区围墙工程违规进入施工程序,
1818,扶余市建筑工程有限责任公司没有按照建设工程安全生产管理条例第二十一条第二款[施工单位的项目负责人应当由取得相应执业资格的人员担任,
1819,对建设工程项目的安全施工负责,
1820,落实安全生产责任制度、安全生产规章制度和操作规程,
1821,确保安全生产费用的有效使用,
1822,并根据工程的特点组织制定安全施工措施,
1823,消除安全事故隐患,
1824,及时、如实报告生产安全事故,
1825,第二十三条[施工单位应当设立安全生产管理机构,
1826,配备专职安全生产管理人员,
1827,施工现场没有配备项目经理及安全管理人员进行现场管理,
1828,没有按照安全生产法第二十五条第一款[生产经营单位应当对从业人员进行安全生产教育和培训,
1829,保证从业人员具备必要的安全生产知识,
1830,熟悉有关的安全生产规章 制度和安全操作规程,
1831,掌握本岗位的安全操作技能,
1832,了解事故应急处理措施,
1833,知悉自身在安全生产方面的权利和义务,
1834,未经安全生产教育和培训合格的从业人员,
1835,不得上岗作业,
1836,第四十二条[生产经营单位必须为从业人员提供符合国家标准或者行业标准的劳动防护用品,
1837,并监督、教育从业人员按照使用规则佩戴、使用,
1838,]的规定,
1839,未对工人进行安全培训教育及技术交底,
1840,未给施工人员配备必要的安全防护用品,
1841,没有按照建设工程安全生产管理条例第二十六条第一款第二项[施工单位应当在施工组织设计中编制安全技术措施和施工现场临时用电方案,
1842,对下列达到一定规模的危险性较大的分部分项工程编制专项施工方案,
1843,并附具安全验算结果,
1844,经施工单位技术负责人、总监理工程师签字后实施,
1845,由专职安全生产管理人员进行现场监督,
1846,土方开挖工程,
1847,]规定,
1848,在挡土墙地基加固施工时,
1849,没有采取任何安全防护措施,
1850,也没有编制专项施工方案,
1851,厂区围墙工程和挡土墙地基加固施工现场不具备安全生产条件,
1852,违规施工,
1853,扶余市政府及有关单位、部门在此事故中间接原因,
1854,扶余市住建局对吉林新洋丰肥业有限公司的厂区围墙工程建设监管不到位,
1855,对该工程没有办理质量监督手续和建筑工程施工许可证,
1856,擅自开工建设失察,
1857,安全排查不认真,
1858,没有检查和发现扶余市建筑工程有限责任公司违规出借施工资质和相关手续,
1859,对厂区围墙工程施工现场监管不到位,
1860,扶余市经济和商务局未认真履行管行业、必管安全的原则,
1861,未对吉林新洋丰肥业有限公司的厂区围墙施工进行安全检查,
1862,未有效检查督促该公司全面落实企业安全生产主体责任,
1863,扶余市人民政府分管副市长对扶余市建筑施工领域工作及安全生产工作督促、指导不力,
1864,扶余市陶赖昭镇党委和政府未认真履行属地管理安全监管职责,
1865,对吉林新洋丰肥业有限公司的厂区围墙建设工程监管不到位,
1866,2017年4月11日,
1867,副镇长王永志带领派出所、司法所等相关站所对吉林新洋丰肥业有限公司进行安全检查,
1868,未及时排查出厂区围墙工程和挡土墙施工的安全隐患,
1869,张延发自身缺乏安全意识,
1870,未尽安全注意义务,
